latitude,longitude
41.698919,-87.540101
41.703919,-87.540101
41.708919,-87.540101
41.713919,-87.540101
41.718919,-87.540101
41.723919,-87.540101
41.728919,-87.540101
41.733919,-87.540101
41.738919,-87.540101
41.743919,-87.540101
41.748919,-87.540101
41.753919,-87.540101
41.648919,-87.535101
41.653919,-87.535101
41.658919,-87.535101
41.663919,-87.535101
41.668919,-87.535101
41.673919,-87.535101
41.678919,-87.535101
41.683919,-87.535101
41.688919,-87.535101
41.693919,-87.535101
41.698919,-87.535101
41.703919,-87.535101
41.708919,-87.535101
41.713919,-87.535101
41.718919,-87.535101
41.723919,-87.535101
41.728919,-87.535101
41.733919,-87.535101
41.738919,-87.535101
41.743919,-87.535101
41.748919,-87.535101
41.753919,-87.535101
41.648919,-87.530101
41.653919,-87.530101
41.658919,-87.530101
41.663919,-87.530101
41.668919,-87.530101
41.673919,-87.530101
41.678919,-87.530101
41.683919,-87.530101
41.688919,-87.530101
41.693919,-87.530101
41.698919,-87.530101
41.703919,-87.530101
41.708919,-87.530101
41.713919,-87.530101
41.718919,-87.530101
41.723919,-87.530101
41.728919,-87.530101
41.733919,-87.530101
41.738919,-87.530101
41.743919,-87.530101
41.748919,-87.530101
41.753919,-87.530101
41.758919,-87.530101
41.648919,-87.525101
41.653919,-87.525101
41.658919,-87.525101
41.663919,-87.525101
41.668919,-87.525101
41.673919,-87.525101
41.678919,-87.525101
41.683919,-87.525101
41.688919,-87.525101
41.693919,-87.525101
41.698919,-87.525101
41.703919,-87.525101
41.708919,-87.525101
41.713919,-87.525101
41.718919,-87.525101
41.723919,-87.525101
41.728919,-87.525101
41.733919,-87.525101
41.738919,-87.525101
41.743919,-87.525101
41.748919,-87.525101
41.753919,-87.525101
41.758919,-87.525101
